1,1,1000000001,0
2,1,1000000002,0
3,1,1000000003,0
4,1,1000000004,0
5,1,1000000005,0
6,1,1000000006,0
7,1,1000000007,0
8,1,1000000008,0
9,1,1000000009,0
10,1,1000000010,0
11,1,1000000011,0
12,1,1000000012,0
13,1,1000000013,0
14,1,1000000014,0
15,1,1000000015,0
16,1,1000000016,0
17,1,1000000017,0
18,1,1000000018,0
19,1,1000000019,0
20,1,1000000020,0
21,1,1000000021,0
22,1,1000000022,0
23,1,1000000023,0
24,1,1000000024,0
25,1,1000000025,0
26,1,1000000026,0
27,1,1000000027,0
28,1,1000000028,0
29,1,1000000029,0
30,1,1000000030,0
31,1,1000000031,0
32,1,1000000032,0
33,1,1000000033,0
34,1,1000000034,0
35,1,1000000035,0
36,1,1000000036,0
37,1,1000000037,0
38,1,1000000038,0
39,1,1000000039,0
40,1,1000000040,0
41,1,1000000041,0
42,1,1000000042,0
43,1,1000000043,0
44,1,1000000044,0
45,1,1000000045,0
46,1,1000000046,0
47,1,1000000047,0
48,1,1000000048,0
49,1,1000000049,0
50,1,1000000050,0
51,1,1000000051,0
52,1,1000000052,0
53,1,1000000053,0
54,1,1000000054,0
55,1,1000000055,0
56,1,1000000056,0
57,1,1000000057,0
58,1,1000000058,0
59,1,1000000059,0
60,1,1000000060,0
61,1,1000000061,0
62,1,1000000062,0
63,1,1000000063,0
64,1,1000000064,0
65,1,1000000065,0
66,1,1000000066,0
67,1,1000000067,0
68,1,1000000068,0
69,1,1000000069,0
70,1,1000000070,0
71,1,1000000071,0
72,1,1000000072,0
73,1,1000000073,0
74,1,1000000074,0
75,1,1000000075,0
76,1,1000000076,0
77,1,1000000077,0
78,1,1000000078,0
79,1,1000000079,0
80,1,1000000080,0
81,1,1000000081,0
82,1,1000000082,0
83,1,1000000083,0
84,1,1000000084,0
85,1,1000000085,0
86,1,1000000086,0
87,1,1000000087,0
88,1,1000000088,0
89,1,1000000089,0
90,1,1000000090,0
91,1,1000000091,0
92,1,1000000092,0
93,1,1000000093,0
94,1,1000000094,0
95,1,1000000095,0
96,1,1000000096,0
97,1,1000000097,0
98,1,1000000098,0
99,1,1000000099,0
100,1,1000000100,0
101,1,1000000101,0
102,1,1000000102,0
